,loan_amnt,int_rate,installment,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,term_ 36 months,term_ 60 months,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation
84175,2500.0,7.56,77.84,10,184000.0,1,12.18,0.0,0.0,12.0,0.0,7825.0,11.6,30.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84187,5400.0,7.02,166.79,0,27000.0,1,1.11,0.0,1.0,7.0,0.0,148.0,0.7,17.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84230,10000.0,11.31,328.86,10,45000.0,1,30.05,0.0,2.0,25.0,0.0,4653.0,10.2,45.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84294,20000.0,11.31,657.72,2,185000.0,1,6.57,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84310,6000.0,10.72,195.64,0,24000.0,1,25.54,1.0,0.0,11.0,0.0,3419.0,23.1,30.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84319,20000.0,24.37,788.55,3,93000.0,1,24.34,0.0,0.0,16.0,0.0,30969.0,94.7,27.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84324,10000.0,12.98,336.85,6,107000.0,1,21.71,0.0,0.0,9.0,0.0,26282.0,79.6,19.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84326,10000.0,23.4,389.19,0,20000.0,1,49.22,0.0,0.0,7.0,0.0,6693.0,58.7,7.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84335,10000.0,13.56,339.65,0,42155.0,1,8.68,0.0,0.0,7.0,0.0,5933.0,78.1,15.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84408,3000.0,23.4,116.76,5,80000.0,1,19.1,0.0,1.0,15.0,1.0,21970.0,68.2,27.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
84416,20000.0,17.97,507.55,4,165000.0,1,5.63,6.0,0.0,20.0,0.0,4273.0,6.5,48.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
84425,7800.0,16.14,274.77,10,46000.0,1,23.82,1.0,0.0,11.0,0.0,15267.0,54.3,20.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84446,19700.0,27.27,807.12,0,52000.0,1,33.99,0.0,2.0,16.0,0.0,14759.0,21.9,48.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84452,32000.0,10.72,691.3,0,50000.0,1,10.79,0.0,1.0,14.0,1.0,417.0,0.6,35.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
84471,30000.0,16.91,1068.24,2,125000.0,1,11.05,0.0,3.0,8.0,0.0,19277.0,48.6,23.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84479,1000.0,23.4,38.92,5,72000.0,1,6.87,1.0,2.0,12.0,0.0,177.0,2.1,30.0,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
84484,22000.0,26.31,662.74,1,75000.0,1,16.83,0.0,2.0,9.0,0.0,2089.0,8.8,50.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84526,18000.0,8.81,570.81,10,130000.0,1,14.44,0.0,0.0,6.0,0.0,12482.0,47.6,16.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84529,3750.0,12.98,126.32,10,106000.0,1,8.47,0.0,1.0,10.0,0.0,3565.0,14.4,34.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84542,25000.0,22.35,695.46,10,96900.0,1,24.43,0.0,0.0,12.0,0.0,16945.0,53.8,27.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84571,5000.0,8.81,158.56,0,54300.0,1,14.48,0.0,0.0,4.0,0.0,4057.0,81.1,47.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84592,30000.0,17.97,1084.13,0,91250.0,0,11.72,2.0,1.0,8.0,0.0,16818.0,63.7,18.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84596,7975.0,20.89,300.01,0,35000.0,1,9.95,2.0,1.0,7.0,0.0,7109.0,56.4,19.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84634,16000.0,8.19,502.79,10,81300.0,1,20.16,0.0,0.0,11.0,0.0,4978.0,21.7,19.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84637,19000.0,6.46,581.99,1,145000.0,1,18.36,0.0,0.0,8.0,0.0,15981.0,47.7,43.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84649,30000.0,16.91,744.13,2,106800.0,0,12.25,0.0,0.0,9.0,0.0,29410.0,66.5,15.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
84651,13450.0,23.4,523.46,0,25338.36,1,35.1,0.0,0.0,11.0,0.0,10769.0,52.8,22.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84669,2400.0,11.31,78.93,6,125000.0,1,9.11,0.0,1.0,5.0,0.0,881.0,4.3,45.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84681,3900.0,23.4,151.79,10,73380.0,1,23.34,2.0,0.0,13.0,0.0,31206.0,43.8,33.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84750,20500.0,15.02,710.85,2,100000.0,1,0.72,0.0,1.0,3.0,0.0,1662.0,5.5,3.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84757,8000.0,10.72,260.86,0,178000.0,1,11.2,0.0,2.0,14.0,1.0,12922.0,43.8,22.0,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84762,1000.0,10.33,32.43,2,11000.0,1,10.26,0.0,0.0,2.0,0.0,4000.0,40.8,2.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84767,5000.0,8.81,158.56,0,14000.0,1,11.49,0.0,0.0,5.0,0.0,3926.0,14.8,7.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84792,15000.0,12.98,505.27,1,85000.0,0,9.01,0.0,1.0,7.0,0.0,6021.0,6.0,15.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84810,1775.0,23.4,69.09,6,18500.0,1,11.36,0.0,1.0,7.0,0.0,2626.0,41.7,10.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84854,21900.0,23.4,852.32,10,65000.0,1,18.21,0.0,0.0,15.0,0.0,16953.0,31.6,28.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84860,17700.0,27.27,725.18,3,84000.0,1,31.7,0.0,1.0,16.0,0.0,12766.0,42.6,53.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84867,20000.0,14.47,688.13,0,78706.0,1,15.14,0.0,0.0,9.0,0.0,30696.0,101.3,15.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84911,12000.0,10.72,259.24,1,94000.0,1,7.17,0.0,0.0,11.0,0.0,2937.0,8.8,29.0,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
84915,10000.0,7.02,308.87,8,51000.0,1,10.75,0.0,0.0,4.0,0.0,6491.0,61.8,6.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84928,27000.0,6.46,827.04,6,141000.0,1,15.65,0.0,1.0,13.0,0.0,70453.0,24.7,27.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84948,13000.0,16.91,322.46,10,65000.0,1,9.68,1.0,2.0,10.0,0.0,1889.0,12.3,12.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84949,3000.0,15.02,104.03,9,100000.0,1,19.51,0.0,0.0,8.0,0.0,54152.0,86.2,35.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84953,3025.0,6.46,92.66,0,35000.0,1,2.57,0.0,0.0,4.0,0.0,1319.0,6.9,9.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84997,5000.0,13.56,169.83,8,30000.0,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85014,5000.0,8.81,158.56,1,37000.0,1,15.44,0.0,0.0,7.0,0.0,4294.0,11.4,7.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85030,3000.0,13.56,101.9,2,54000.0,1,23.56,0.0,1.0,11.0,0.0,4410.0,59.6,25.0,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85038,3000.0,7.56,93.41,0,24000.0,1,4.85,0.0,0.0,8.0,0.0,1397.0,5.2,15.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85039,18000.0,16.91,640.95,7,86000.0,1,11.36,1.0,1.0,10.0,0.0,4200.0,33.6,17.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85120,17000.0,8.19,346.25,3,60000.0,1,6.94,0.0,0.0,9.0,0.0,15173.0,39.7,20.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85147,10000.0,8.19,314.25,2,90000.0,1,6.8,2.0,0.0,19.0,0.0,5285.0,4.3,26.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85185,10000.0,17.97,361.38,10,64000.0,1,28.43,0.0,0.0,18.0,0.0,33129.0,73.1,27.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
85187,11000.0,8.81,348.83,7,103000.0,1,8.87,0.0,0.0,14.0,0.0,9561.0,14.1,21.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85201,4625.0,15.02,160.38,1,35000.0,1,29.9,0.0,0.0,13.0,0.0,4105.0,19.0,22.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85203,25000.0,17.97,903.44,0,75000.0,1,8.51,1.0,0.0,8.0,0.0,20023.0,41.2,22.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85252,36000.0,12.98,818.75,8,100000.0,1,16.87,0.0,0.0,12.0,0.0,9579.0,29.2,17.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
85258,10000.0,19.92,371.23,5,50000.0,1,15.94,0.0,1.0,27.0,0.0,11621.0,14.2,40.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
85350,10000.0,11.8,331.19,0,43000.0,1,9.18,0.0,1.0,6.0,0.0,4106.0,30.2,11.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85362,4000.0,8.19,125.7,2,100000.0,1,16.72,0.0,1.0,11.0,0.0,15693.0,67.6,21.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
85380,7800.0,23.4,303.57,4,35000.0,1,33.81,0.0,2.0,15.0,0.0,6028.0,27.3,19.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85385,12000.0,12.98,272.92,1,98000.0,1,3.61,1.0,0.0,9.0,0.0,10981.0,39.9,24.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85401,12500.0,18.94,323.85,4,29000.0,1,16.76,0.0,0.0,11.0,0.0,14356.0,12.5,32.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
85424,40000.0,6.46,1225.24,0,150000.0,1,25.3,0.0,0.0,12.0,0.0,76566.0,63.9,24.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85502,25000.0,17.97,634.43,10,115011.0,1,25.55,0.0,1.0,26.0,0.0,19196.0,39.7,54.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85505,4000.0,11.31,131.55,4,68000.0,1,24.48,0.0,1.0,20.0,1.0,4018.0,7.5,26.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
85523,14000.0,13.56,322.58,2,125000.0,1,8.84,0.0,3.0,4.0,0.0,1648.0,3.9,43.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85527,15000.0,13.56,509.47,0,80000.0,1,3.87,0.0,0.0,11.0,0.0,6741.0,17.7,31.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
85532,26000.0,25.34,768.33,6,65000.0,1,23.17,0.0,1.0,12.0,0.0,32680.0,73.9,50.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85537,16000.0,26.31,481.99,0,72800.0,1,13.6,0.0,0.0,6.0,0.0,5638.0,92.4,22.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85591,26000.0,14.47,894.57,10,175000.0,1,5.32,0.0,1.0,7.0,1.0,18880.0,50.6,11.0,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85617,32000.0,26.31,1294.6,0,75000.0,1,55.97,0.0,2.0,13.0,0.0,21322.0,70.4,29.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85651,20000.0,10.72,432.07,7,74000.0,1,30.03,1.0,0.0,16.0,0.0,23456.0,55.3,44.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85671,17000.0,13.56,391.7,10,43000.0,1,7.98,0.0,0.0,6.0,0.0,10711.0,46.8,17.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85695,5000.0,10.33,162.12,3,60412.0,1,19.96,0.0,2.0,13.0,1.0,7469.0,38.3,50.0,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85706,7200.0,11.8,238.46,6,29000.0,1,10.18,0.0,1.0,4.0,0.0,1554.0,19.7,15.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85747,21000.0,22.35,584.19,10,65000.0,1,23.19,0.0,0.0,9.0,0.0,13575.0,75.8,14.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85759,11000.0,11.8,364.31,0,40000.0,1,20.22,1.0,1.0,10.0,0.0,2080.0,4.3,26.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
85773,20000.0,22.35,556.37,3,60000.0,1,15.98,0.0,0.0,8.0,0.0,7181.0,30.6,9.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85799,9000.0,18.94,329.64,2,50000.0,1,19.48,0.0,1.0,14.0,0.0,6933.0,29.9,21.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85812,12000.0,7.56,373.61,10,40902.0,1,3.79,0.0,0.0,4.0,0.0,8295.0,75.4,19.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85838,20000.0,16.91,712.16,7,65000.0,1,6.54,0.0,1.0,17.0,0.0,11734.0,22.0,39.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85886,35000.0,16.14,853.74,10,70000.0,1,37.99,0.0,0.0,8.0,0.0,33758.0,79.1,18.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85935,14000.0,8.81,443.96,3,53000.0,1,31.52,0.0,0.0,11.0,0.0,7952.0,20.1,32.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85940,5000.0,13.56,169.83,3,19000.0,1,19.52,0.0,1.0,4.0,0.0,1195.0,6.0,12.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85958,12000.0,14.47,412.88,10,63000.0,1,20.9,0.0,1.0,14.0,0.0,13460.0,28.0,37.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85996,5850.0,10.72,190.75,2,45000.0,1,23.36,0.0,1.0,13.0,0.0,65.0,1.2,16.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86018,25000.0,7.56,778.35,1,45000.0,1,2.75,0.0,1.0,7.0,0.0,2540.0,9.6,17.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
86025,20000.0,16.14,487.86,1,65000.0,1,25.35,0.0,1.0,18.0,1.0,18199.0,37.8,41.0,1.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
86049,22000.0,10.72,717.34,10,58000.0,1,20.88,0.0,0.0,6.0,0.0,4568.0,24.7,13.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86052,40000.0,8.19,814.7,3,47000.0,1,11.21,0.0,0.0,8.0,0.0,4453.0,6.9,17.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86057,12000.0,8.81,380.54,10,88000.0,1,18.29,0.0,0.0,6.0,0.0,37392.0,74.0,11.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86085,20000.0,8.19,628.49,5,160000.0,1,9.98,0.0,0.0,8.0,0.0,72169.0,41.4,27.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86100,4500.0,13.56,152.84,10,55000.0,1,12.28,0.0,1.0,8.0,0.0,4859.0,33.3,22.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86126,9500.0,6.46,291.0,2,51000.0,1,8.07,0.0,0.0,4.0,1.0,586.0,5.0,17.0,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86128,6000.0,17.97,216.83,0,84000.0,1,9.19,0.0,2.0,12.0,0.0,14545.0,68.0,19.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86156,14000.0,17.97,505.93,4,96000.0,1,13.53,0.0,0.0,12.0,0.0,30667.0,75.0,28.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86158,12000.0,10.72,391.28,7,250000.0,1,6.94,0.0,0.0,7.0,0.0,35294.0,77.6,29.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86167,7100.0,8.81,225.16,2,50000.0,1,7.48,0.0,0.0,10.0,0.0,203.0,0.9,14.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86191,2200.0,16.91,78.34,1,65000.0,1,3.43,0.0,0.0,6.0,0.0,1452.0,30.9,7.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86211,1000.0,25.34,39.94,10,86000.0,1,6.48,1.0,1.0,3.0,0.0,3704.0,82.3,6.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
86279,12800.0,11.31,420.94,10,72500.0,1,4.65,1.0,0.0,9.0,0.0,2664.0,52.2,21.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86288,3200.0,18.94,117.21,1,122600.0,1,27.59,0.0,1.0,28.0,0.0,10258.0,17.3,84.0,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
86293,25000.0,27.27,767.43,1,75000.0,1,17.76,0.0,1.0,6.0,0.0,25489.0,74.3,12.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86312,16000.0,6.46,490.1,10,74173.0,1,20.98,0.0,0.0,18.0,0.0,24638.0,58.4,22.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86314,7500.0,8.81,237.84,0,19000.0,1,50.73,0.0,0.0,7.0,0.0,5306.0,50.1,8.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86340,12000.0,19.92,317.4,1,40000.0,1,15.72,2.0,0.0,5.0,0.0,8293.0,76.1,19.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86342,13200.0,26.31,397.65,10,60000.0,1,35.26,0.0,1.0,16.0,0.0,35810.0,54.9,31.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86385,1600.0,10.72,52.18,0,50000.0,1,3.43,0.0,1.0,9.0,0.0,1560.0,20.8,11.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86409,30000.0,7.02,926.59,10,115000.0,1,10.33,0.0,0.0,10.0,0.0,12886.0,27.2,32.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86416,2750.0,7.02,84.94,1,55000.0,1,16.32,1.0,0.0,11.0,1.0,2038.0,6.6,17.0,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86446,3625.0,15.02,125.7,1,37670.0,1,7.96,2.0,0.0,9.0,0.0,10.0,0.2,27.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86461,40000.0,6.46,1225.24,1,80000.0,1,25.64,0.0,0.0,16.0,0.0,141548.0,71.0,25.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86481,20000.0,15.02,476.01,10,95000.0,1,19.13,0.0,0.0,19.0,0.0,24752.0,31.3,45.0,0.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
86491,10000.0,18.94,366.26,0,70000.0,1,30.38,0.0,0.0,8.0,0.0,16255.0,57.2,52.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86513,16000.0,8.81,507.39,0,70000.0,1,9.39,0.0,2.0,4.0,0.0,18552.0,65.0,15.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86517,8675.0,14.47,298.48,10,54000.0,1,7.58,1.0,0.0,7.0,0.0,2071.0,22.3,21.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
86542,30000.0,17.97,761.32,1,128000.0,0,21.47,0.0,1.0,8.0,1.0,19428.0,76.2,16.0,1.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86585,2500.0,7.02,77.22,0,45000.0,1,1.92,0.0,0.0,6.0,0.0,3100.0,11.1,12.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86591,24000.0,19.92,634.79,8,30000.0,1,42.4,0.0,0.0,15.0,0.0,9367.0,25.7,35.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86623,37675.0,12.98,1269.06,10,85000.0,1,29.99,0.0,0.0,12.0,0.0,20514.0,24.3,34.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
86627,15000.0,14.47,352.69,8,50000.0,1,16.47,0.0,1.0,10.0,0.0,4449.0,25.7,20.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86630,11000.0,14.47,378.47,0,28000.0,1,32.83,0.0,0.0,12.0,0.0,11973.0,30.4,18.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86634,2000.0,12.98,67.37,4,95000.0,1,7.8,0.0,1.0,8.0,0.0,1563.0,3.7,26.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
86639,5500.0,11.8,182.16,2,65000.0,1,4.76,0.0,2.0,9.0,0.0,363.0,3.3,13.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86644,1000.0,23.4,38.92,0,26052.0,1,9.49,0.0,0.0,8.0,1.0,5355.0,23.2,18.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
86690,21000.0,19.92,779.58,10,105000.0,1,21.47,0.0,0.0,16.0,0.0,44005.0,80.7,39.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86706,10000.0,16.14,243.93,3,34000.0,1,19.8,0.0,0.0,3.0,0.0,1210.0,26.9,7.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86743,20000.0,8.81,634.23,6,99700.0,1,27.21,0.0,0.0,22.0,0.0,22141.0,21.7,33.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86830,6025.0,11.8,199.55,0,10128.0,1,13.86,0.0,0.0,5.0,1.0,3522.0,42.4,8.0,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86846,35000.0,12.98,796.0,2,160000.0,1,16.92,1.0,0.0,15.0,0.0,31165.0,64.7,31.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
86847,21000.0,16.14,739.75,10,153000.0,1,22.82,0.0,1.0,13.0,0.0,34765.0,65.0,16.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
