,loan_amnt,int_rate,installment,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,term_ 36 months,term_ 60 months,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation
81734,18000.0,13.56,611.36,10,65000.0,1,22.73,0.0,2.0,8.0,0.0,10328.0,48.5,16.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
81735,40000.0,11.8,885.75,3,67431.0,0,3.03,0.0,0.0,5.0,0.0,4930.0,27.5,7.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
81789,4900.0,10.72,159.78,10,80000.0,1,7.28,0.0,1.0,5.0,0.0,5478.0,54.8,34.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
81791,30000.0,27.27,920.91,3,55000.0,1,15.34,3.0,1.0,17.0,1.0,9738.0,29.4,30.0,1.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
81832,4000.0,16.14,140.91,1,61000.0,1,26.89,1.0,1.0,18.0,0.0,14243.0,64.4,25.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
81833,22000.0,15.02,762.86,0,24000.0,1,103.71,4.0,3.0,14.0,0.0,6744.0,79.3,46.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
81866,2400.0,15.02,83.23,3,38000.0,1,13.35,0.0,0.0,7.0,0.0,4224.0,44.5,12.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
81890,10000.0,11.8,331.19,0,60000.0,1,26.36,1.0,0.0,24.0,0.0,7962.0,46.0,31.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
81893,3900.0,10.72,127.17,10,95000.0,1,15.51,0.0,2.0,23.0,1.0,449.0,12.1,33.0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
81923,3000.0,16.14,105.68,0,23880.0,1,15.18,0.0,2.0,4.0,0.0,2581.0,66.2,5.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
81930,8000.0,20.89,300.95,0,0.0,1,16.58,0.0,0.0,6.0,0.0,6216.0,20.3,7.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
81946,6000.0,6.46,183.79,0,108000.0,1,4.6,0.0,0.0,8.0,0.0,4533.0,12.0,19.0,0.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
81950,7200.0,8.19,226.26,10,90000.0,1,19.15,0.0,1.0,13.0,0.0,15478.0,41.9,28.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
81951,10000.0,15.02,238.01,1,80000.0,1,24.09,1.0,0.0,20.0,0.0,14391.0,40.9,42.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
81957,3600.0,12.98,121.27,2,110000.0,1,17.92,0.0,1.0,8.0,0.0,70197.0,102.5,22.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
81966,20000.0,15.02,693.51,10,92000.0,1,27.79,0.0,0.0,22.0,0.0,13862.0,19.7,44.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
81972,15000.0,15.02,357.01,10,96000.0,1,20.8,0.0,1.0,8.0,0.0,11607.0,59.2,17.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
81990,18000.0,20.89,485.85,10,80000.0,1,21.24,0.0,0.0,12.0,0.0,20943.0,49.0,27.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
82067,20000.0,22.35,556.37,6,65000.0,1,37.77,0.0,0.0,20.0,0.0,17341.0,41.4,30.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
82073,5700.0,8.81,180.76,3,33000.0,1,17.49,0.0,0.0,21.0,0.0,4468.0,24.5,47.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82086,20000.0,16.14,487.86,6,60000.0,1,26.78,0.0,1.0,30.0,0.0,18554.0,34.3,57.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
82114,12000.0,8.19,377.09,0,135000.0,1,4.63,0.0,0.0,5.0,0.0,232.0,4.5,11.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82117,7500.0,19.92,278.43,5,96000.0,1,9.85,0.0,1.0,2.0,0.0,194.0,64.7,8.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
82143,15000.0,18.94,388.62,10,42500.0,1,21.86,0.0,2.0,12.0,0.0,11392.0,65.5,23.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
82211,10000.0,12.98,336.85,3,28000.0,1,5.62,0.0,0.0,5.0,0.0,7285.0,48.2,10.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82218,1000.0,10.33,32.43,0,17442.0,1,10.38,0.0,1.0,8.0,0.0,302.0,2.1,12.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82237,12000.0,12.98,272.92,0,31000.0,1,25.94,0.0,0.0,8.0,0.0,14061.0,54.7,20.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
82301,40000.0,11.8,1324.76,10,130000.0,1,16.2,0.0,1.0,14.0,0.0,31344.0,58.3,26.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82306,2500.0,8.19,78.57,0,45000.0,1,1.65,0.0,2.0,6.0,0.0,316.0,0.9,15.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82314,9000.0,18.94,329.64,10,38000.0,1,23.06,0.0,1.0,13.0,0.0,6954.0,30.0,28.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82319,3000.0,11.8,99.36,9,26000.0,1,6.97,0.0,0.0,4.0,0.0,1518.0,16.7,6.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82391,30000.0,19.92,793.49,7,125000.0,1,11.97,0.0,0.0,11.0,0.0,29096.0,95.7,25.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
82419,12000.0,12.98,404.22,0,54000.0,1,2.71,1.0,0.0,4.0,0.0,5683.0,17.6,11.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
82425,36000.0,10.72,1173.83,4,68845.0,0,8.92,0.0,1.0,7.0,0.0,11653.0,29.1,21.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82434,10000.0,13.56,339.65,0,36000.0,1,27.47,0.0,2.0,5.0,0.0,1977.0,17.2,16.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
82468,30000.0,13.56,691.23,0,323600.0,1,1.93,2.0,1.0,9.0,0.0,13049.0,15.8,30.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
82469,10000.0,13.56,339.65,2,50000.0,1,18.12,0.0,1.0,9.0,0.0,6554.0,34.3,15.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82476,12000.0,12.98,404.22,8,67000.0,1,4.1,0.0,1.0,6.0,0.0,8519.0,25.1,16.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82507,12000.0,12.98,404.22,7,38000.0,0,32.72,0.0,0.0,10.0,1.0,10801.0,40.8,26.0,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82540,20000.0,22.35,556.37,10,144000.0,1,3.8,0.0,0.0,9.0,0.0,5156.0,21.0,13.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
82549,1125.0,23.4,43.79,0,19000.0,1,2.38,1.0,2.0,6.0,0.0,1268.0,23.9,11.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82550,18000.0,16.14,634.08,5,60000.0,1,25.82,0.0,0.0,5.0,0.0,11620.0,98.5,7.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82556,14000.0,8.81,443.96,1,80000.0,1,17.25,0.0,0.0,16.0,0.0,15950.0,56.4,22.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82590,4000.0,11.31,131.55,10,103000.0,1,22.07,0.0,0.0,17.0,0.0,22803.0,33.5,52.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82591,12000.0,6.46,367.57,10,90000.0,1,8.89,0.0,1.0,8.0,0.0,13265.0,41.3,22.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82592,10000.0,7.02,308.87,10,70000.0,1,2.49,0.0,0.0,12.0,0.0,2018.0,3.4,26.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
82628,10500.0,8.81,332.97,1,200000.0,1,12.11,1.0,0.0,11.0,0.0,5108.0,7.6,40.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82647,12500.0,8.19,392.81,10,74000.0,1,20.68,0.0,0.0,22.0,0.0,7211.0,8.5,34.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82674,40000.0,16.91,1424.32,0,40000.0,1,52.87,0.0,0.0,12.0,0.0,39844.0,87.0,17.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82705,10000.0,7.02,308.87,6,80000.0,1,16.29,0.0,0.0,11.0,0.0,20.0,0.1,22.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
82711,2200.0,23.4,85.63,0,34320.0,1,6.22,0.0,0.0,4.0,0.0,1243.0,44.4,7.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82724,12000.0,11.31,394.63,0,74700.0,1,24.74,2.0,0.0,12.0,0.0,3266.0,90.7,43.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82744,1250.0,27.27,51.22,10,126962.0,1,1.57,0.0,0.0,3.0,0.0,11266.0,101.5,11.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
82753,9800.0,7.02,302.69,10,52000.0,1,10.04,0.0,0.0,6.0,0.0,3918.0,21.2,21.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
82757,37350.0,12.98,1258.11,0,0.0,1,16.58,0.0,0.0,3.0,0.0,17427.0,90.1,9.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82758,21375.0,8.81,677.84,4,74000.0,1,29.84,0.0,0.0,13.0,0.0,49368.0,38.1,30.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82759,29350.0,23.4,1142.26,7,85000.0,1,38.87,2.0,0.0,13.0,0.0,5149.0,46.0,28.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82766,40000.0,15.02,952.02,0,0.0,1,16.58,0.0,0.0,17.0,0.0,28417.0,43.3,26.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
82816,22800.0,26.31,686.84,10,210000.0,1,7.11,0.0,1.0,10.0,0.0,13212.0,80.6,38.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
82818,14000.0,12.98,471.59,3,75741.0,1,12.39,0.0,1.0,10.0,0.0,33164.0,48.0,23.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82840,14000.0,11.8,463.67,5,45000.0,1,33.12,0.0,0.0,7.0,0.0,10639.0,69.5,14.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82844,25000.0,17.97,903.44,10,64740.0,1,16.42,0.0,1.0,12.0,0.0,18947.0,52.1,41.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82872,5275.0,16.14,185.82,3,30000.0,1,24.56,1.0,0.0,9.0,0.0,8098.0,46.3,16.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
82969,15000.0,6.46,459.47,10,153000.0,1,10.94,0.0,0.0,15.0,0.0,93257.0,28.1,32.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82980,10000.0,12.98,336.85,3,35000.0,1,8.92,0.0,0.0,15.0,0.0,7064.0,13.4,30.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
82999,12000.0,13.56,276.49,6,72000.0,1,26.12,0.0,2.0,21.0,1.0,12389.0,22.7,41.0,1.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
83023,20000.0,10.72,432.07,10,96000.0,1,10.73,1.0,1.0,15.0,0.0,2840.0,14.6,32.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83034,20000.0,15.02,476.01,10,110000.0,1,23.75,0.0,4.0,27.0,0.0,34062.0,30.0,36.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
83072,38000.0,8.81,785.32,1,130000.0,1,8.53,0.0,0.0,4.0,0.0,27182.0,57.8,13.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
83108,3000.0,20.89,112.86,1,20000.0,1,9.18,0.0,0.0,24.0,0.0,4323.0,30.4,32.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
83137,7000.0,7.56,217.94,1,90000.0,1,11.61,0.0,0.0,5.0,0.0,3882.0,21.8,20.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83142,5000.0,11.31,164.43,3,50000.0,1,14.88,0.0,0.0,18.0,0.0,3318.0,13.5,23.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83144,5000.0,12.98,168.43,5,59000.0,1,7.97,0.0,0.0,3.0,0.0,16682.0,80.6,7.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83162,24000.0,8.19,754.18,0,75000.0,1,18.99,1.0,1.0,24.0,1.0,16304.0,15.6,36.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83170,10000.0,10.33,214.1,0,92000.0,1,6.67,0.0,1.0,19.0,0.0,6976.0,10.1,45.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
83171,12500.0,12.98,421.06,10,110000.0,1,29.98,1.0,0.0,11.0,0.0,20607.0,89.6,18.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83183,10000.0,6.46,306.31,1,65000.0,1,2.73,0.0,0.0,6.0,0.0,9111.0,34.0,7.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83190,8000.0,17.97,289.1,10,60000.0,1,10.1,0.0,0.0,9.0,0.0,15153.0,95.9,12.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83197,3000.0,18.94,109.88,0,48000.0,1,25.65,0.0,1.0,9.0,1.0,8236.0,77.0,37.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83233,24000.0,17.97,867.3,10,50000.0,1,20.79,0.0,1.0,13.0,0.0,6434.0,28.6,18.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83239,6500.0,14.47,223.65,7,50281.0,1,34.25,0.0,2.0,16.0,0.0,3459.0,16.2,26.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83256,40000.0,7.56,1245.36,0,135000.0,0,19.34,1.0,2.0,14.0,0.0,40885.0,58.6,34.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83278,12000.0,27.27,368.37,0,177500.0,1,0.96,0.0,0.0,10.0,0.0,7075.0,22.7,14.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83306,6200.0,17.97,224.06,10,96000.0,1,11.45,0.0,1.0,9.0,1.0,6183.0,43.5,31.0,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83317,22275.0,25.34,658.25,2,70000.0,1,24.02,4.0,2.0,4.0,0.0,0.0,0.0,37.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
83341,40000.0,10.72,1304.26,2,170000.0,1,8.13,0.0,0.0,11.0,1.0,23093.0,77.2,22.0,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83342,10000.0,16.14,352.27,10,148000.0,1,12.45,2.0,0.0,14.0,1.0,12754.0,46.9,25.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
83378,6000.0,8.81,190.27,5,30000.0,1,33.72,0.0,0.0,4.0,0.0,7540.0,36.8,10.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83379,25000.0,11.8,553.59,10,107000.0,1,8.14,0.0,0.0,12.0,0.0,11696.0,18.3,36.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
83382,10000.0,11.8,331.19,7,175000.0,1,7.75,0.0,1.0,5.0,0.0,5892.0,59.5,19.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83399,5500.0,13.56,186.81,2,35000.0,1,21.25,0.0,0.0,30.0,0.0,4348.0,21.1,38.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83439,8000.0,18.94,293.01,1,50000.0,1,32.98,0.0,1.0,11.0,0.0,7773.0,52.2,26.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83444,27000.0,10.33,875.41,10,87000.0,1,13.05,0.0,0.0,14.0,0.0,20504.0,25.6,18.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83452,16000.0,8.81,507.39,1,77000.0,1,17.18,0.0,0.0,8.0,0.0,14102.0,39.2,11.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83464,16275.0,19.92,604.18,0,21600.0,1,35.22,0.0,0.0,5.0,0.0,12133.0,65.9,13.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83482,25000.0,12.98,842.11,4,80000.0,1,25.71,0.0,0.0,10.0,0.0,23145.0,93.0,17.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83483,40000.0,11.31,1315.43,8,240000.0,1,7.23,0.0,0.0,23.0,0.0,6988.0,6.5,45.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83507,11000.0,16.14,387.49,10,40000.0,1,20.88,0.0,0.0,18.0,0.0,13914.0,37.2,38.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83607,18000.0,15.02,428.41,0,55000.0,1,9.71,0.0,4.0,10.0,0.0,3299.0,18.4,26.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
83656,15000.0,15.02,520.13,0,45000.0,1,2.19,0.0,0.0,4.0,0.0,2092.0,24.0,9.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
83679,3000.0,13.56,101.9,10,42000.0,1,32.02,0.0,1.0,16.0,0.0,2465.0,8.3,36.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
83690,18000.0,16.91,446.48,7,185000.0,1,9.79,0.0,1.0,9.0,0.0,20264.0,63.1,19.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83702,5500.0,16.14,193.75,8,50000.0,1,30.46,0.0,1.0,8.0,0.0,149.0,2.6,16.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83733,35000.0,15.02,1213.63,3,250000.0,1,5.6,0.0,2.0,8.0,0.0,4751.0,6.7,22.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
83735,5000.0,8.19,157.13,10,44500.0,1,34.14,0.0,1.0,6.0,0.0,1299.0,10.0,29.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
83744,2150.0,10.72,70.11,5,25000.0,1,4.56,0.0,0.0,8.0,0.0,1573.0,10.8,15.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83766,15000.0,18.94,388.62,1,63000.0,1,7.16,0.0,1.0,6.0,0.0,2536.0,17.7,32.0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
83779,12000.0,25.34,354.62,8,113000.0,1,23.16,0.0,3.0,26.0,0.0,19763.0,46.9,60.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83829,20925.0,15.02,498.03,10,78000.0,1,19.6,0.0,0.0,21.0,0.0,8889.0,11.5,55.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83834,1500.0,10.72,48.91,0,48000.0,1,11.35,0.0,0.0,6.0,0.0,2146.0,9.1,7.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
83873,2700.0,19.92,100.24,0,32004.0,1,9.41,1.0,0.0,5.0,1.0,1898.0,26.0,23.0,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83892,30000.0,16.91,1068.24,10,130000.0,0,18.29,0.0,2.0,14.0,1.0,11424.0,26.6,25.0,1.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83917,25000.0,22.35,959.3,10,40000.0,1,17.97,0.0,0.0,8.0,0.0,20731.0,88.2,27.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83939,10000.0,24.37,394.28,10,35000.0,1,30.45,0.0,2.0,27.0,0.0,24776.0,40.2,54.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83948,20000.0,11.31,657.72,0,74000.0,1,14.87,0.0,1.0,6.0,0.0,6635.0,38.1,14.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83964,40000.0,7.56,1245.36,2,103000.0,1,33.3,0.0,0.0,14.0,0.0,31179.0,83.7,64.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83970,6000.0,6.46,183.79,0,50000.0,1,13.95,1.0,0.0,10.0,0.0,5918.0,59.2,19.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83971,21000.0,15.02,499.81,5,350000.0,1,9.9,1.0,2.0,10.0,0.0,118409.0,83.0,20.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
83974,6725.0,16.91,239.47,7,43000.0,1,8.18,1.0,2.0,16.0,0.0,3321.0,6.7,26.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84006,2500.0,10.72,81.52,10,82000.0,1,11.14,0.0,0.0,7.0,0.0,10674.0,26.6,19.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
84007,20000.0,10.33,648.45,3,140000.0,1,19.69,0.0,1.0,13.0,0.0,32488.0,32.7,23.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84026,12000.0,17.97,433.65,0,25488.0,0,32.06,0.0,1.0,8.0,0.0,7068.0,45.6,12.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84035,4200.0,18.94,153.83,10,55000.0,1,12.87,0.0,0.0,5.0,0.0,31216.0,91.3,20.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
84036,14000.0,17.97,355.28,10,73600.0,1,6.95,0.0,0.0,12.0,0.0,11320.0,74.5,38.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84070,29275.0,13.56,994.31,2,40000.0,1,59.8,0.0,3.0,25.0,1.0,20969.0,32.9,35.0,1.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84085,16000.0,17.97,406.04,10,54000.0,1,13.16,0.0,0.0,9.0,0.0,15160.0,35.3,16.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84086,10500.0,7.56,326.91,2,100000.0,1,19.39,0.0,0.0,24.0,1.0,5755.0,12.2,44.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
84122,9600.0,8.19,301.68,4,65165.0,1,22.71,0.0,0.0,9.0,0.0,11241.0,26.9,17.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84123,25000.0,11.8,553.59,10,90000.0,1,27.35,0.0,0.0,13.0,0.0,67574.0,60.2,35.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84125,14000.0,8.81,443.96,10,130000.0,1,15.11,0.0,0.0,17.0,0.0,13510.0,20.5,35.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84152,16000.0,8.19,502.79,0,100000.0,1,25.26,1.0,2.0,21.0,0.0,15499.0,20.7,39.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
